district,name,address,facility_type,Population
Western Area Urban,Rokupa Sat. Hosp. (Epi),Rokupa community,HOSPITAL,1055964
Western Area Urban,Macauley Sat. Hosp,Mountain Cut ,HOSPITAL,1055964
Western Area Urban,34 Military Hosp (Epi),Wilberforce Barracks ,HOSPITAL,1055964
Western Area Urban,Connaught Hospital,Percival Street Freetown,HOSPITAL,1055964
Western Area Urban,Prisons Male Correctional Hospital,pademba road ,HOSPITAL,1055964
Western Area Urban,Pcmh Hospital,"FOURAHBAY ROAD,FREETOWN                           ",HOSPITAL,1055964
Western Area Urban,Choitrams Memorial Hospital,NATIONAL TERTIARY REFERRAL HOSOITAL,HOSPITAL,1055964
Western Area Urban,Grey Bush,Grey Bush Health Centre ,CHC,1055964
Western Area Urban,Allen Town,Allen Town ,CHC,1055964
Western Area Urban,Calaba Town,Calaba town,CHC,1055964
Western Area Urban,George Brook,George Brook ,CHC,1055964
Western Area Urban,Ginger Hall,Ginger Hall,CHC,1055964
Western Area Urban,Moyiba         Chc,Moyiba,CHC,1055964
Western Area Urban,Kissy,Kissy,CHC,1055964
Western Area Urban,Kroo Bay,KROO BAY,CHC,1055964
Western Area Urban,St. Joseph,Lowcost Site 2 Kissy ,CHC,1055964
Western Area Urban,Mabella,Mabella Community ,CHC,1055964
Western Area Urban,Calaba Town,Calabatown ,CHC,1055964
Western Area Urban,Approved School,Wellington ,CHC,1055964
Western Area Urban,Susan'S Bay,Susan's Bay Community Health Centre,CHC,1055964
Western Area Urban,Jenner Wright,Racecourse road,CHC,1055964
Western Area Urban,Koya Town,Koya town,CHC,1055964
Western Area Urban,Kuntoloh,KUNTORLOH,CHC,1055964
Western Area Urban,Wilberforce,Wilberforce,CHC,1055964
Western Area Urban,Awake,Ojuku,CHP,1055964
Western Area Urban,Methodist Community Clinic,Kingharman Road CCSL compound,CHP,1055964
Western Area Urban,Blessed Mokaba East,Calaba Town,CHP,1055964
Western Area Urban,Al-Khatab Clinic, Mayenkineh Dustfield Calbatown ,CHP,1055964
Western Area Urban,Pmo Cline Town,CClinetown ,CHP,1055964
Western Area Urban,Blessed Mokaba Central (Epi),Blessed Mokaba Central (EPI) ,CHP,1055964
Western Area Urban,Paycy'S Clinic,Kaningo Central,CHP,1055964
Western Area Urban,Tasly Global Clinic,Grass field,CHP,1055964
Western Area Urban,Wesleyan Clinic,Grassfield Kissy,CHP,1055964
Western Area Urban,Hill Station,Hill Station ,CHP,1055964
Western Area Urban,Juba Mi Room,Juba Barracks,CHP,1055964
Western Area Urban,Haja Neneh,1141210,CHP,1055964
Western Area Urban,Murray Town Mi Room,Murray Barracks,CHP,1055964
Western Area Urban,Epi Head Quarters,EPI HEAD QUATERS NEW ENGLAND ,CHP,1055964
Western Area Urban,St. Anthony'S,Off Syke Street,CHP,1055964
Western Area Urban,Slims,slims oldwharf ,CHP,1055964
Western Area Urban,Konikay,Passonage Street,CHP,1055964
Western Area Urban,Iscon,5 william street portee ,CHP,1055964
Western Area Urban,Slrc Clinic,Pultney Street ,CHP,1055964
Western Area Urban,Parliament,TOWER HILL ,CHP,1055964
Western Area Urban,Holy Family,,CHP,1055964
Western Area Urban,Family Clinic,Wilkinson Road Lumley,CHP,1055964
Western Area Urban,Julipha Ashobe Corner,julipha ashobe corner,MCHP,1055964
Western Area Urban,Ad- Bangs Quarry,Ad-Bangs Quarry,MCHP,1055964
Western Area Urban,Sunshine,Suneshine Hill Station,MCHP,1055964
Western Area Urban,Stella Maris,Juba ,MCHP,1055964
Western Area Urban,Wellbody,14 Kennedy Street ,MCHP,1055964
Western Area Urban,Looking Town,KISSY,MCHP,1055964
Western Area Urban,Faith Malama Mch,Tarawalli Drive Malama,MCHP,1055964
Western Area Urban,Mayemie,Baboo College Ward 347,MCHP,1055964
Western Area Urban,Philip Street,phillip street ,MCHP,1055964
Western Area Urban,Tassoh,Tassoh Village ,MCHP,1055964
Western Area Urban,Thompson Bay,thompson bay ,MCHP,1055964
Western Area Urban,Upal,,MCHP,1055964
Western Area Urban,Signal Hill Rd,Signal Hill Road Wilberforce ,MCHP,1055964
Western Area Urban,Scan Drive,scan drive ,MCHP,1055964
Western Area Urban,Wellington,Wellington,CHC,1055964
Western Area Urban,Ross Road,"Ross Road, Freetown                               ",CHC,1055964
